abats,85544,46065,0.4999136470126859
cou,117322,56699,0.5004149821650771
hulule,152291,67161,0.5009109487360717
rouspétage,199147,83364,0.501407333037221
écrevisse,224204,91861,0.5049425991473109
pétouille,188981,80796,0.5024166583388381
ragougnasses,190432,81368,0.5037330186656053
béchamel,104352,52307,0.5034143547145858
saucissonnage,203693,84627,0.5161095683373436
bénef,104436,52340,0.5044739873686321
figaro,141763,63415,0.5248876419778943
décortiquant,126469,59613,0.5200116455825703
poireaux,182976,78740,0.5203023018720846
échassier,223537,91712,0.5369219826155384
floconne,142720,63702,0.507034777083082
labbes,160828,70298,0.5075380279359011
ratages,191526,81631,0.5080328310188379
marmouset,165864,72273,0.526342003343067
dégueulis,127968,59938,0.5090522631895555
touillé,215074,88736,0.5132276358891247
crapaud,118293,56988,0.510060889836996
croques,118902,57163,0.521165052442836
ornithorynques,175862,76149,0.5110699480988545
farci,140646,63034,0.5377561948058811
foulque,143826,64050,0.5322355144924171
glapi,147538,65322,0.5188623621717497
empaillant,133417,61171,0.513120646035949
roudoudous,198920,83298,0.5136413904107697
mustélidés,170603,74199,0.5141813790082532
anchois,91271,47647,0.5146799669735664
croustillance,119020,57214,0.5151861306592396
couiner,117463,56739,0.5228218831502698
plumage,182607,78601,0.5161818270778883
ratatinait,191536,81633,0.5166933295685479
grouillot,149608,66085,0.5172697647347669
capucinade,106342,53060,0.5177823687012835
intoxe,158210,69245,0.5182977946477397
petzouille,180294,77728,0.5187940111326328
dégomme,127662,59877,0.5192912614186125
mijotant,167817,73147,0.5438747275859965
papillote,177249,76754,0.5203228229600638
caroublant,106787,53246,0.5208162468533064
reniflais,195366,82450,0.5329890858898509
renard,195052,82400,0.5476044355782836
gouailleur,148113,65565,0.5223268112987539
martre,166073,72340,0.522824606864077
petit,180245,77703,0.5233306930984312
croûton,119067,57226,0.5401723779346663
patagon,178532,77177,0.524327019111726
ravioli,191838,81705,0.5248232998918188
beurrait,99776,50637,0.5417876892893483
terrine,213590,88167,0.5581321185708256
déridé,130177,60421,0.5263300964275174
trempeur,216649,89190,0.5268563994505242
quéquette,189662,81135,0.5273857780216751
steaks,208664,86442,0.5278986827195391
babouines,97572,49843,0.5319047574030723
causette,107430,53529,0.5500106763438724
veinards,219892,90398,0.5371199913631404
rapace,191093,81535,0.529933591488509
malaxé,164686,71845,0.5304440777630361
faisandé,140367,62936,0.5383965414885233
ouistitis,176178,76289,0.5314568687570599
positif,183899,79142,0.5319496809818196
