moraines,169370,73743,0.49991563313637943
marmottages,165854,72270,0.4983816802221538
haltérophiles,150876,66537,0.49895293726868367
avalais,96829,49595,0.4995633667177639
cheminements,108993,54093,0.5060908066692087
marmotte,165857,72271,0.5007124531429362
pugilistes,187930,80373,0.501286151373208
éboule,223178,91636,0.5119957802570562
pugilistique,187931,80374,0.5024513732178189
passionnante,178431,77140,0.507615025031878
médiatisation,171033,74370,0.5036276787197806
concrétion,113768,55708,0.50714352821858
coltinage,112276,55329,0.5108472357939775
essayages,137853,62142,0.5054127910848131
dévaler,131810,60809,0.5315429015855513
descellé,121100,58081,0.5065991913754528
héliport,152945,67454,0.5071782302082178
bétonné,104566,52386,0.5130410940131052
turfistes,218057,89690,0.5083429614310214
séracs,211866,87526,0.5479302115394246
parapets,177497,76853,0.5095192979770897
anicroche,91521,47748,0.5100940079521977
gonflables,148003,65517,0.5106930316976029
dynamitons,124693,59180,0.5142188025959513
redescendons,193232,82053,0.5186221804518457
épreuves,226362,92455,0.5132168217916824
faufiler,140903,63115,0.519645884839712
savoyarde,204031,84721,0.5136336659567466
pics,180869,77993,0.5142163900288538
affalais,88191,46698,0.5270727388236222
replat,195941,82541,0.5233223917844634
rudoiement,199326,83428,0.5160058796905518
chronométrée,109919,54441,0.5387055166863307
contorsionnant,115674,56129,0.5171952809779072
balèze,98333,50088,0.5201398797472804
échauffements,223556,91716,0.5186044018743111
sautant,203791,84664,0.5370667746586681
skier,206189,85554,0.5623955679840262
discipliner,122334,58468,0.5222243801390879
surfes,210526,87077,0.5207583192091811
lardage,161453,70553,0.5213373565812726
esclaffement,137526,62059,0.5219195261142204
blackbouler,100506,50992,0.5225137870835372
branlant,102807,51770,0.5230939208538614
pelouses,179201,77396,0.5236835324058685
tunnels,218009,89669,0.5242601265105888
désapprendre,130474,60501,0.5248329424513818
podiums,182807,78691,0.5254160925428465
récréation,200281,83667,0.5259986543905683
parpaillot,177970,77002,0.5265869817290375
épaulement,225890,92298,0.531501360324796
accrocheuse,86830,46366,0.533750983424582
accro,86800,46359,0.5283849173057275
cassage,107062,53363,0.5303168472469951
verglacée,220213,90504,0.529530143607739
stalactites,208536,86385,0.5357640839435905
vélocipédique,222291,91216,0.5353628601887953
solitaire,206622,85756,0.5313269621186629
rochers,198390,83100,0.541247714232156
échafaudages,223403,91685,0.5324897757494897
défoncer,127342,59807,0.5397001303803556
défouraille,127409,59819,0.5442091433447916
chutes,110024,54479,0.5415500419986699
failles,140318,62915,0.534839500433245
cyclomoteur,119999,57581,0.5354093078669673
gymnases,150120,66274,0.5359844891736026
dégringolée,127905,59916,0.5365841212143023
dévissage,132029,60855,0.5371686898222146
autisme,96509,49445,0.5377969767615175
promenades,185798,79721,0.5384258829100527
branlement,102815,51775,0.5390145487752429
marmottes,165861,72269,0.5476154856690999
alpin,90274,47300,0.5750973636778984
cavalières,107519,53552,0.5438415323070099
éperon,225943,92314,0.5413814493857305
enchaîner,134287,61360,0.5433815972557121
grimpée,149268,65973,0.6057645303494608
dérapant,130151,60414,0.55693822651045
glaciaire,147445,65287,0.5437214937342933
touristiques,215143,88765,0.5445326233397089
surfilage,210532,87081,0.5448681434465419
balanstiquer,98090,50005,0.5459135840736992
regrimper,193954,82182,0.5883712099279181
morasses,169398,73755,0.558596032325483
équeuter,226498,92490,0.5472208498553587
canoteurs,106023,52942,0.5477997595352191
anticalcaire,92094,48068,0.5483878023188697
escrimes,137612,62076,0.5672114806154096
patiner,178666,77227,0.5712394623063686
persévéramment,180060,77654,0.5501459931589039
nudisme,173479,75305,0.5507191158262186
arbalète,93535,48544,0.5512908294243511
goulotte,148172,65597,0.5518718523329705
freineurs,144563,64270,0.5524424350824632
clabaudages,110728,54755,0.5530172070015829
escaliers,137466,62032,0.553644499480817
courues,117888,56816,0.5543285459339748
montages,169173,73693,0.5549047805624971
insolitement,157066,68909,0.5554791580838754
tétraplégique,218650,89918,0.5560667299944284
tiédasse,214349,88493,0.5566372357372618
ludique,163485,71350,0.5633714963321172
franchir,144253,64176,0.5577863326423009
assaut,94807,49010,0.5583649260759129
inatteignables,154793,68130,0.5599207020060768
claustrophobie,111026,54856,0.5595483945170353
yodler,222673,91407,0.5601812231999939
sarbacane,203504,84538,0.5608267794822892
alpaguer,90255,47288,0.5613981199333594
automobile,96641,49521,0.5619696569628233
glissante,147604,65348,0.5626970275266471
entraîniez,136612,61836,0.5633234932790552
vélomoteur,222297,91220,0.56874347004986
peloteuse,179179,77393,0.5743161330238666
tremblai,216571,89174,0.5651093114142842
glacier,147455,65291,0.5786486382846158
dégringolades,127890,59917,0.5662968676192017
pédalais,188528,80604,0.5855295917401356
marathonienne,165498,72143,0.5674625214810187
câlinement,120113,57644,0.5680403433144432
ratissage,191630,81662,0.5686299771539693
attelage,95783,49240,0.569209464361258
pistes,181531,78264,0.5698142920721012
tailladant,212142,87656,0.5843753894166204
accompagnateurs,86524,46315,0.5709634729520502
piscine,181467,78243,0.5715428608782651
marmottement,165859,72272,0.5721276134907869
grutière,149680,66108,0.5726973683331387
pratiquer,184705,79424,0.6025461394366974
déboîtement,125223,59317,0.5738636486936577
pierriers,180911,78049,0.5750112825002147
décontraction,126423,59602,0.5750581518098136
escarre,137514,62053,0.5756289006591878
dribblais,124327,59031,0.5761988294814762
chaînon,108959,54073,0.5767885020793662
bivouaquer,100465,50968,0.5773688266844731
plongeons,182545,78580,0.577973133491763
pugiler,187928,80372,0.57856044773474
patinoires,178681,77232,0.5946099714776119
bardage,98767,50242,0.5797553881292095
défoncement,127339,59808,0.580856915893432
parpaing,177973,77003,0.5809692964133646
pétarader,188920,80770,0.5815503861951787
extrascolaire,139889,62777,0.5846106134164682
godille,147863,65457,0.583580867527029
véliplanchiste,222281,91208,0.5833089518022879
rodéos,198427,83118,0.5838998099985493
motardes,169718,73864,0.5885643139310619
héliporter,152946,67455,0.5850728241017742
démontable,128879,60142,0.5856465954563348
dégaines,127557,59850,0.6062756042716895
croquetons,118905,57173,0.5868063783840021
camping,105740,52823,0.5874087547622738
montagneux,169185,73696,0.5880029088831253
débrayes,125268,59323,0.6028237372612273
foulées,143834,64052,0.5891631752935218
montgolfières,169222,73705,0.5907171209921583
pentue,179440,77467,0.6091591117496015
scoutisme,204446,84902,0.5909482081053147
kayakiste,160570,70129,0.5915665691418908
émasculation,225314,92152,0.592189209826363
embrasements,133000,61089,0.5927731095277836
refuges,193756,82150,0.620071242965763
empoignade,133749,61248,0.5970980685278169
bowling,102546,51680,0.5945073225430347
calanques,105225,52640,0.6053643813501804
chambarder,108087,53784,0.5957819551986112
enneigées,135673,61667,0.61329809412109
bloc,100787,51078,0.6026973433109684
endiablerez,134617,61456,0.5975592345410442
portillon,183802,79118,0.5981822333994833
escarpements,137501,62047,0.6035116223111091
périlleuse,188786,80721,0.6051957075658637
tractage,215456,88867,0.600002130594036
enfourchement,135091,61561,0.6005881765666845
abrupts,85950,46175,0.6164124173838068
ululement,218796,89995,0.6063962956863128
défibrillation,127196,59773,0.6024193523810841
dolomies,123565,58800,0.6029956155528353
naturistes,172157,74797,0.6136344018936328
névés,173950,75506,0.61330652303697
inaccessibles,154684,68078,0.6048730454638936
branlage,102803,51771,0.6054370743827286
furibarde,145486,64566,0.6060555910423369
ultrarapide,218770,89985,0.6066366249776611
échassière,223539,91712,0.6073135109870198
remontées,194797,82348,0.6078962550313999
ardéchoise,93769,48658,0.608469714625199
